,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,output_type,gtex_tissue,histone_mark,transcription_factor
168,hCAGE UBERON:0001987,-,hCAGE,UBERON:0001987,placenta,tissue,,fantom,,,41.490516662597656,OutputType.CAGE,,,
169,hCAGE UBERON:0002005,-,hCAGE,UBERON:0002005,enteric nervous system,primary_cell,,fantom,,,34.88301467895508,OutputType.CAGE,,,
170,hCAGE UBERON:0002037,-,hCAGE,UBERON:0002037,cerebellum,tissue,,fantom,,,1.4653372764587402,OutputType.CAGE,,,
171,hCAGE UBERON:0002048,-,hCAGE,UBERON:0002048,lung,tissue,,fantom,,,6.049432277679443,OutputType.CAGE,,,
172,hCAGE UBERON:0002102,-,hCAGE,UBERON:0002102,forelimb,tissue,,fantom,,,15.342677116394043,OutputType.CAGE,,,
173,hCAGE UBERON:0002106,-,hCAGE,UBERON:0002106,spleen,tissue,,fantom,,,13.4484224319458,OutputType.CAGE,,,
174,hCAGE UBERON:0002107,-,hCAGE,UBERON:0002107,liver,tissue,,fantom,,,9.106996536254883,OutputType.CAGE,,,
175,hCAGE UBERON:0002108,-,hCAGE,UBERON:0002108,small intestine,tissue,,fantom,,,71.61956787109375,OutputType.CAGE,,,
176,hCAGE UBERON:0002113,-,hCAGE,UBERON:0002113,kidney,tissue,,fantom,,,6.424317836761475,OutputType.CAGE,,,
177,hCAGE UBERON:0002240,-,hCAGE,UBERON:0002240,spinal cord,tissue,,fantom,,,51.35317611694336,OutputType.CAGE,,,
178,hCAGE UBERON:0002259,-,hCAGE,UBERON:0002259,corpora quadrigemina,tissue,,fantom,,,46.70258712768555,OutputType.CAGE,,,
179,hCAGE UBERON:0002367,-,hCAGE,UBERON:0002367,prostate gland,tissue,,fantom,,,105.76006317138672,OutputType.CAGE,,,
180,hCAGE UBERON:0002369,-,hCAGE,UBERON:0002369,adrenal gland,tissue,,fantom,,,14.322134971618652,OutputType.CAGE,,,
181,hCAGE UBERON:0002370,-,hCAGE,UBERON:0002370,thymus,tissue,,fantom,,,5.422027587890625,OutputType.CAGE,,,
182,hCAGE UBERON:0002371,-,hCAGE,UBERON:0002371,bone marrow,primary_cell,,fantom,,,25.596548080444336,OutputType.CAGE,,,
183,hCAGE UBERON:0003199,-,hCAGE,UBERON:0003199,egg chamber,tissue,,fantom,,,96.21967315673828,OutputType.CAGE,,,
184,hCAGE UBERON:0005366,-,hCAGE,UBERON:0005366,olfactory lobe,tissue,,fantom,,,69.50517272949219,OutputType.CAGE,,,
185,hCAGE UBERON:0007194,-,hCAGE,UBERON:0007194,vesicular gland,tissue,,fantom,,,154.35504150390625,OutputType.CAGE,,,
186,hCAGE UBERON:0008345,-,hCAGE,UBERON:0008345,ileal epithelium,tissue,,fantom,,,85.81440734863281,OutputType.CAGE,,,
187,hCAGE UBERON:0010230,-,hCAGE,UBERON:0010230,eyeball of camera-type eye,tissue,,fantom,,,6.391802787780762,OutputType.CAGE,,,
0,CL:0000084 DNase-seq,.,DNase-seq,CL:0000084,T-cell,primary_cell,adult,encode,paired,False,0.4297094941139221,OutputType.DNASE,,,
1,CL:0000136 DNase-seq,.,DNase-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,unknown,encode,paired,False,0.3338734805583954,OutputType.DNASE,,,
2,CL:0000236 DNase-seq,.,DNase-seq,CL:0000236,B cell,primary_cell,adult,encode,paired,False,0.21763484179973602,OutputType.DNASE,,,
3,CL:0000492 DNase-seq,.,DNase-seq,CL:0000492,CD4-positive helper T cell,primary_cell,adult,encode,paired,False,0.7056819200515747,OutputType.DNASE,,,
4,CL:0000576 DNase-seq,.,DNase-seq,CL:0000576,monocyte,primary_cell,adult,encode,paired,False,0.4642353951931,OutputType.DNASE,,,
5,CL:0000623 DNase-seq,.,DNase-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,paired,False,0.26085010170936584,OutputType.DNASE,,,
6,CL:0000792 DNase-seq,.,DNase-seq,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary_cell,adult,encode,single,False,0.5080257654190063,OutputType.DNASE,,,
7,CL:0000895 DNase-seq,.,DNase-seq,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,False,0.30812910199165344,OutputType.DNASE,,,
8,CL:0000902 DNase-seq,.,DNase-seq,CL:0000902,induced T-regulatory cell,primary_cell,adult,encode,paired,False,0.5111070871353149,OutputType.DNASE,,,
9,CL:0002553 DNase-seq,.,DNase-seq,CL:0002553,fibroblast of lung,primary_cell,adult,encode,single,False,2.513117551803589,OutputType.DNASE,,,
10,CL:0011107 DNase-seq,.,DNase-seq,CL:0011107,Muller cell,primary_cell,postnatal,encode,paired,False,0.3314204514026642,OutputType.DNASE,,,
11,EFO:0001084 DNase-seq,.,DNase-seq,EFO:0001084,3T3-L1,cell_line,unknown,encode,paired,False,0.42155882716178894,OutputType.DNASE,,,
12,EFO:0001222 DNase-seq,.,DNase-seq,EFO:0001222,NIH3T3,cell_line,unknown,encode,paired,False,0.5078992247581482,OutputType.DNASE,,,
13,EFO:0002034 DNase-seq,.,DNase-seq,EFO:0002034,G1E,cell_line,postnatal,encode,single,False,2.0705857276916504,OutputType.DNASE,,,
14,EFO:0002076 DNase-seq,.,DNase-seq,EFO:0002076,R1,cell_line,embryonic,encode,paired,False,0.5156181454658508,OutputType.DNASE,,,
15,EFO:0003971 DNase-seq,.,DNase-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.4856484830379486,OutputType.DNASE,,,
16,EFO:0005233 DNase-seq,.,DNase-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,1.6485543251037598,OutputType.DNASE,,,
17,EFO:0005285 DNase-seq,.,DNase-seq,EFO:0005285,A20,cell_line,unknown,encode,paired,False,0.602607786655426,OutputType.DNASE,,,
18,EFO:0005480 DNase-seq,.,DNase-seq,EFO:0005480,MEL-GATA-1-ER,cell_line,unknown,encode,single,False,2.6093313694000244,OutputType.DNASE,,,
19,EFO:0005481 DNase-seq,.,DNase-seq,EFO:0005481,Patski,cell_line,unknown,encode,single,False,2.567396640777588,OutputType.DNASE,,,
20,EFO:0005482 DNase-seq,.,DNase-seq,EFO:0005482,416B,cell_line,unknown,encode,single,False,0.7608211040496826,OutputType.DNASE,,,
21,EFO:0005914 DNase-seq,.,DNase-seq,EFO:0005914,ZHBTc4,cell_line,embryonic,encode,paired,False,0.6752030253410339,OutputType.DNASE,,,
22,EFO:0005915 DNase-seq,.,DNase-seq,EFO:0005915,WW6,cell_line,embryonic,encode,single,False,2.4886972904205322,OutputType.DNASE,,,
23,EFO:0005916 DNase-seq,.,DNase-seq,EFO:0005916,ES-CJ7,cell_line,embryonic,encode,paired,False,0.5751593708992004,OutputType.DNASE,,,
24,EFO:0007069 DNase-seq,.,DNase-seq,EFO:0007069,3134,cell_line,unknown,encode,single,False,1.270757794380188,OutputType.DNASE,,,
25,EFO:0007075 DNase-seq,.,DNase-seq,EFO:0007075,ES-E14,cell_line,embryonic,encode,single,False,2.0887601375579834,OutputType.DNASE,,,
26,EFO:0007601 DNase-seq,.,DNase-seq,EFO:0007601,MN1,cell_line,unknown,encode,paired,False,0.5485283732414246,OutputType.DNASE,,,
27,NTR:0000501 DNase-seq,.,DNase-seq,NTR:0000501,CD8-positive naive resting alpha-beta T cell,primary_cell,adult,encode,paired,False,0.39080116152763367,OutputType.DNASE,,,
28,NTR:0000646 DNase-seq,.,DNase-seq,NTR:0000646,left cerebral cortex,tissue,postnatal,encode,paired,False,1.4155155420303345,OutputType.DNASE,,,
29,NTR:0000647 DNase-seq,.,DNase-seq,NTR:0000647,right cerebral cortex,tissue,postnatal,encode,paired,False,0.47884970903396606,OutputType.DNASE,,,
30,NTR:0000719 DNase-seq,.,DNase-seq,NTR:0000719,c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells,primary_cell,embryonic,encode,single,False,2.9859304428100586,OutputType.DNASE,,,
31,NTR:0000720 DNase-seq,.,DNase-seq,NTR:0000720,c-Kit-positive CD71-negative TER-119-negative erythroid progenitor cells,primary_cell,embryonic,encode,single,False,4.3982720375061035,OutputType.DNASE,,,
32,NTR:0000721 DNase-seq,.,DNase-seq,NTR:0000721,c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells,primary_cell,embryonic,encode,single,False,4.5782976150512695,OutputType.DNASE,,,
33,NTR:0000722 DNase-seq,.,DNase-seq,NTR:0000722,c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells,primary_cell,embryonic,encode,single,False,2.427802085876465,OutputType.DNASE,,,
34,NTR:0000741 DNase-seq,.,DNase-seq,NTR:0000741,splenic B cell,primary_cell,adult,encode,single,False,0.50323885679245,OutputType.DNASE,,,
35,UBERON:0000059 DNase-seq,.,DNase-seq,UBERON:0000059,large intestine,tissue,adult,encode,single,False,1.8389191627502441,OutputType.DNASE,,,
36,UBERON:0000160 DNase-seq,.,DNase-seq,UBERON:0000160,intestine,tissue,embryonic,encode,paired,False,0.5361310839653015,OutputType.DNASE,,,
37,UBERON:0000473 DNase-seq,.,DNase-seq,UBERON:0000473,testis,tissue,postnatal,encode,paired,False,0.21937195956707,OutputType.DNASE,,,
38,UBERON:0000922 DNase-seq,.,DNase-seq,UBERON:0000922,embryo,tissue,embryonic,encode,paired,False,0.44665560126304626,OutputType.DNASE,,,
39,UBERON:0000926 DNase-seq,.,DNase-seq,UBERON:0000926,mesoderm,tissue,embryonic,encode,single,False,0.9649790525436401,OutputType.DNASE,,,
40,UBERON:0000945 DNase-seq,.,DNase-seq,UBERON:0000945,stomach,tissue,postnatal,encode,paired,False,0.4099912643432617,OutputType.DNASE,,,
41,UBERON:0000948 DNase-seq,.,DNase-seq,UBERON:0000948,heart,tissue,adult,encode,paired,False,0.19543588161468506,OutputType.DNASE,,,
42,UBERON:0000955 DNase-seq,.,DNase-seq,UBERON:0000955,brain,tissue,adult,encode,single,False,0.5228232741355896,OutputType.DNASE,,,
43,UBERON:0000966 DNase-seq,.,DNase-seq,UBERON:0000966,retina,tissue,postnatal,encode,paired,False,0.4834502339363098,OutputType.DNASE,,,
44,UBERON:0000992 DNase-seq,.,DNase-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,0.681581437587738,OutputType.DNASE,,,
45,UBERON:0001040 DNase-seq,.,DNase-seq,UBERON:0001040,yolk sac,tissue,embryonic,encode,paired,False,0.8231430649757385,OutputType.DNASE,,,
46,UBERON:0001049 DNase-seq,.,DNase-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,paired,False,0.5476569533348083,OutputType.DNASE,,,
47,UBERON:0001134 DNase-seq,.,DNase-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,encode,single,False,1.0815083980560303,OutputType.DNASE,,,
48,UBERON:0001255 DNase-seq,.,DNase-seq,UBERON:0001255,urinary bladder,tissue,adult,encode,paired,False,0.3648577928543091,OutputType.DNASE,,,
49,UBERON:0001388 DNase-seq,.,DNase-seq,UBERON:0001388,gastrocnemius,tissue,adult,encode,paired,False,0.7483967542648315,OutputType.DNASE,,,
50,UBERON:0001870 DNase-seq,.,DNase-seq,UBERON:0001870,frontal cortex,tissue,adult,encode,paired,False,0.5896672010421753,OutputType.DNASE,,,
51,UBERON:0001890 DNase-seq,.,DNase-seq,UBERON:0001890,forebrain,tissue,postnatal,encode,paired,False,0.9486343264579773,OutputType.DNASE,,,
52,UBERON:0001891 DNase-seq,.,DNase-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,paired,False,0.5710846185684204,OutputType.DNASE,,,
53,UBERON:0001893 DNase-seq,.,DNase-seq,UBERON:0001893,telencephalon,tissue,adult,encode,single,False,1.3528001308441162,OutputType.DNASE,,,
54,UBERON:0002028 DNase-seq,.,DNase-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,paired,False,0.18086715042591095,OutputType.DNASE,,,
55,UBERON:0002037 DNase-seq,.,DNase-seq,UBERON:0002037,cerebellum,tissue,adult,encode,paired,False,0.1435227394104004,OutputType.DNASE,,,
56,UBERON:0002048 DNase-seq,.,DNase-seq,UBERON:0002048,lung,tissue,adult,encode,paired,False,0.9709494709968567,OutputType.DNASE,,,
57,UBERON:0002101 DNase-seq,.,DNase-seq,UBERON:0002101,limb,tissue,embryonic,encode,paired,False,0.2130107283592224,OutputType.DNASE,,,
58,UBERON:0002106 DNase-seq,.,DNase-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,0.30319905281066895,OutputType.DNASE,,,
59,UBERON:0002107 DNase-seq,.,DNase-seq,UBERON:0002107,liver,tissue,embryonic,encode,paired,False,1.6738125085830688,OutputType.DNASE,,,
60,UBERON:0002113 DNase-seq,.,DNase-seq,UBERON:0002113,kidney,tissue,adult,encode,paired,False,0.15981295704841614,OutputType.DNASE,,,
61,UBERON:0002305 DNase-seq,.,DNase-seq,UBERON:0002305,layer of hippocampus,tissue,adult,encode,paired,False,1.1905014514923096,OutputType.DNASE,,,
62,UBERON:0002369 DNase-seq,.,DNase-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,0.5837206244468689,OutputType.DNASE,,,
63,UBERON:0002370 DNase-seq,.,DNase-seq,UBERON:0002370,thymus,tissue,adult,encode,paired,False,0.608004093170166,OutputType.DNASE,,,
64,UBERON:0003428 DNase-seq,.,DNase-seq,UBERON:0003428,gonadal fat pad,tissue,adult,encode,single,False,4.503448009490967,OutputType.DNASE,,,
65,UBERON:0005417 DNase-seq,.,DNase-seq,UBERON:0005417,forelimb bud,tissue,embryonic,encode,single,False,0.9968886971473694,OutputType.DNASE,,,
66,UBERON:0012314 DNase-seq,.,DNase-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,paired,False,0.22518065571784973,OutputType.DNASE,,,
0,CL:0000037 total RNA-seq,+,total RNA-seq,CL:0000037,hematopoietic stem cell,primary_cell,adult,encode,paired,False,0.33416590094566345,OutputType.RNA_SEQ,,,
1,CL:0000038 total RNA-seq,+,total RNA-seq,CL:0000038,erythroid progenitor cell,primary_cell,adult,encode,paired,False,0.302213579416275,OutputType.RNA_SEQ,,,
2,CL:0000049 total RNA-seq,+,total RNA-seq,CL:0000049,common myeloid progenitor,primary_cell,adult,encode,paired,False,0.33418720960617065,OutputType.RNA_SEQ,,,
3,CL:0000050 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000050,megakaryocyte-erythroid progenitor cell,primary_cell,adult,encode,paired,False,0.5128633379936218,OutputType.RNA_SEQ,,,
4,CL:0000050 total RNA-seq,+,total RNA-seq,CL:0000050,megakaryocyte-erythroid progenitor cell,primary_cell,adult,encode,paired,False,0.2433898001909256,OutputType.RNA_SEQ,,,
5,CL:0000084 total RNA-seq,+,total RNA-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,0.15851686894893646,OutputType.RNA_SEQ,,,
6,CL:0000235 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000235,macrophage,primary_cell,unknown,encode,paired,False,0.3195921778678894,OutputType.RNA_SEQ,,,
7,CL:0000235 total RNA-seq,+,total RNA-seq,CL:0000235,macrophage,primary_cell,unknown,encode,paired,False,0.0737200602889061,OutputType.RNA_SEQ,,,
8,CL:0000236 total RNA-seq,+,total RNA-seq,CL:0000236,B cell,primary_cell,adult,encode,single,False,0.15062476694583893,OutputType.RNA_SEQ,,,
9,CL:0000553 total RNA-seq,+,total RNA-seq,CL:0000553,megakaryocyte progenitor cell,primary_cell,adult,encode,paired,False,0.16761040687561035,OutputType.RNA_SEQ,,,
10,CL:0000556 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000556,megakaryocyte,primary_cell,embryonic,encode,paired,False,1.1137418746948242,OutputType.RNA_SEQ,,,
11,CL:0000556 total RNA-seq,+,total RNA-seq,CL:0000556,megakaryocyte,primary_cell,adult,encode,paired,False,0.17162121832370758,OutputType.RNA_SEQ,,,
12,CL:0000557 total RNA-seq,+,total RNA-seq,CL:0000557,granulocyte monocyte progenitor cell,primary_cell,adult,encode,paired,False,0.2323702573776245,OutputType.RNA_SEQ,,,
13,CL:0000576 total RNA-seq,+,total RNA-seq,CL:0000576,monocyte,primary_cell,adult,encode,paired,False,0.22902733087539673,OutputType.RNA_SEQ,,,
14,CL:0000765 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000765,erythroblast,primary_cell,embryonic,encode,paired,False,0.7630947828292847,OutputType.RNA_SEQ,,,
15,CL:0000765 total RNA-seq,+,total RNA-seq,CL:0000765,erythroblast,primary_cell,adult,encode,paired,False,0.2874563932418823,OutputType.RNA_SEQ,,,
16,CL:0000775 total RNA-seq,+,total RNA-seq,CL:0000775,neutrophil,primary_cell,adult,encode,paired,False,0.1824682503938675,OutputType.RNA_SEQ,,,
17,CL:0000837 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000837,hematopoietic multipotent progenitor cell,in_vitro_differentiated_cells,adult,encode,paired,False,0.4009757936000824,OutputType.RNA_SEQ,,,
18,CL:0002476 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0002476,bone marrow macrophage,primary_cell,adult,encode,single,False,0.6574475169181824,OutputType.RNA_SEQ,,,
19,CL:2000042 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:2000042,embryonic fibroblast,primary_cell,embryonic,encode,single,False,0.5558801889419556,OutputType.RNA_SEQ,,,
20,EFO:0002034 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002034,G1E,cell_line,postnatal,encode,paired,False,0.658788800239563,OutputType.RNA_SEQ,,,
21,EFO:0002034 total RNA-seq,+,total RNA-seq,EFO:0002034,G1E,cell_line,postnatal,encode,paired,False,0.0680161565542221,OutputType.RNA_SEQ,,,
22,EFO:0002055 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0002055,G1E-ER4,cell_line,postnatal,encode,paired,False,0.7080493569374084,OutputType.RNA_SEQ,,,
23,EFO:0003971 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0003971,MEL,cell_line,unknown,encode,single,False,0.7155601978302002,OutputType.RNA_SEQ,,,
24,EFO:0003971 total RNA-seq,+,total RNA-seq,EFO:0003971,MEL,cell_line,unknown,encode,paired,False,0.17287889122962952,OutputType.RNA_SEQ,,,
25,EFO:0005233 total RNA-seq,+,total RNA-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,paired,False,0.15105748176574707,OutputType.RNA_SEQ,,,
26,EFO:0005483 polyA plus RNA-seq,+,polyA plus RNA-seq,EFO:0005483,ES-Bruce4,cell_line,embryonic,encode,single,False,0.481149286031723,OutputType.RNA_SEQ,,,
27,EFO:0007075 total RNA-seq,+,total RNA-seq,EFO:0007075,ES-E14,cell_line,embryonic,encode,paired,False,0.1030362993478775,OutputType.RNA_SEQ,,,
28,NTR:0000496 total RNA-seq,+,total RNA-seq,NTR:0000496,CD4-positive naive resting alpha-beta T cell,primary_cell,adult,encode,single,False,0.22706377506256104,OutputType.RNA_SEQ,,,
29,NTR:0000501 total RNA-seq,+,total RNA-seq,NTR:0000501,CD8-positive naive resting alpha-beta T cell,primary_cell,adult,encode,single,False,0.2844243049621582,OutputType.RNA_SEQ,,,
30,NTR:0000646 total RNA-seq,+,total RNA-seq,NTR:0000646,left cerebral cortex,tissue,adult,encode,single,False,0.07886165380477905,OutputType.RNA_SEQ,,,
31,NTR:0000714 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0000714,leukemia stem cell,primary_cell,adult,encode,paired,False,0.6205360889434814,OutputType.RNA_SEQ,,,
32,UBERON:0000059 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000059,large intestine,tissue,adult,encode,paired,False,0.2838832437992096,OutputType.RNA_SEQ,,,
33,UBERON:0000473 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,encode,paired,False,0.16827279329299927,OutputType.RNA_SEQ,,,
34,UBERON:0000945 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,encode,paired,False,0.6319966912269592,OutputType.RNA_SEQ,,,
35,UBERON:0000948 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,encode,paired,False,0.2977026700973511,OutputType.RNA_SEQ,,,
36,UBERON:0000948 total RNA-seq,+,total RNA-seq,UBERON:0000948,heart,tissue,adult,encode,single,False,0.130231574177742,OutputType.RNA_SEQ,,,
37,UBERON:0000955 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000955,brain,tissue,embryonic,encode,paired,False,0.09055199474096298,OutputType.RNA_SEQ,,,
38,UBERON:0000992 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,0.23623180389404297,OutputType.RNA_SEQ,,,
39,UBERON:0001013 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001013,adipose tissue,tissue,adult,encode,paired,False,0.30464768409729004,OutputType.RNA_SEQ,,,
40,UBERON:0001017 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001017,central nervous system,tissue,embryonic,encode,paired,False,0.06533429771661758,OutputType.RNA_SEQ,,,
41,UBERON:0001155 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001155,colon,tissue,adult,encode,paired,False,0.3396817743778229,OutputType.RNA_SEQ,,,
42,UBERON:0001159 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,encode,paired,False,0.29524654150009155,OutputType.RNA_SEQ,,,
43,UBERON:0001255 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,adult,encode,paired,False,0.12817777693271637,OutputType.RNA_SEQ,,,
44,UBERON:0001264 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001264,pancreas,tissue,adult,encode,paired,False,0.6902233362197876,OutputType.RNA_SEQ,,,
45,UBERON:0001348 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001348,brown adipose tissue,tissue,adult,encode,single,False,2.154594659805298,OutputType.RNA_SEQ,,,
46,UBERON:0001388 total RNA-seq,+,total RNA-seq,UBERON:0001388,gastrocnemius,tissue,adult,encode,single,False,0.1400117725133896,OutputType.RNA_SEQ,,,
47,UBERON:0001870 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001870,frontal cortex,tissue,adult,encode,paired,False,0.08342581242322922,OutputType.RNA_SEQ,,,
48,UBERON:0001890 total RNA-seq,+,total RNA-seq,UBERON:0001890,forebrain,tissue,postnatal,encode,paired,False,0.1346571147441864,OutputType.RNA_SEQ,,,
49,UBERON:0001891 total RNA-seq,+,total RNA-seq,UBERON:0001891,midbrain,tissue,postnatal,encode,paired,False,0.1462584137916565,OutputType.RNA_SEQ,,,
50,UBERON:0001911 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001911,mammary gland,tissue,adult,encode,paired,False,0.2631169259548187,OutputType.RNA_SEQ,,,
51,UBERON:0001987 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001987,placenta,tissue,adult,encode,paired,False,0.11096884310245514,OutputType.RNA_SEQ,,,
52,UBERON:0002028 total RNA-seq,+,total RNA-seq,UBERON:0002028,hindbrain,tissue,postnatal,encode,paired,False,0.16617664694786072,OutputType.RNA_SEQ,,,
53,UBERON:0002037 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,adult,encode,paired,False,0.09844102710485458,OutputType.RNA_SEQ,,,
54,UBERON:0002048 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002048,lung,tissue,adult,encode,paired,False,0.22613300383090973,OutputType.RNA_SEQ,,,
55,UBERON:0002101 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002101,limb,tissue,embryonic,encode,paired,False,0.10991077870130539,OutputType.RNA_SEQ,,,
56,UBERON:0002106 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,0.2692309021949768,OutputType.RNA_SEQ,,,
57,UBERON:0002107 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002107,liver,tissue,adult,encode,paired,False,0.3987213671207428,OutputType.RNA_SEQ,,,
58,UBERON:0002107 total RNA-seq,+,total RNA-seq,UBERON:0002107,liver,tissue,adult,encode,paired,False,0.1585189402103424,OutputType.RNA_SEQ,,,
59,UBERON:0002108 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,adult,encode,paired,False,0.41107869148254395,OutputType.RNA_SEQ,,,
60,UBERON:0002113 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,adult,encode,paired,False,0.23196761310100555,OutputType.RNA_SEQ,,,
61,UBERON:0002114 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002114,duodenum,tissue,adult,encode,paired,False,0.5819962620735168,OutputType.RNA_SEQ,,,
62,UBERON:0002190 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,encode,paired,False,0.22202517092227936,OutputType.RNA_SEQ,,,
63,UBERON:0002264 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002264,olfactory bulb,tissue,adult,encode,single,False,1.3664613962173462,OutputType.RNA_SEQ,,,
64,UBERON:0002305 total RNA-seq,+,total RNA-seq,UBERON:0002305,layer of hippocampus,tissue,adult,encode,single,False,0.07976917177438736,OutputType.RNA_SEQ,,,
65,UBERON:0002369 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,0.5101712346076965,OutputType.RNA_SEQ,,,
66,UBERON:0002369 total RNA-seq,+,total RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,single,False,0.1022307276725769,OutputType.RNA_SEQ,,,
67,UBERON:0002370 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,adult,encode,paired,False,0.21667133271694183,OutputType.RNA_SEQ,,,
68,UBERON:0002371 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002371,bone marrow,tissue,adult,encode,single,False,1.5089199542999268,OutputType.RNA_SEQ,,,
69,UBERON:0003428 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0003428,gonadal fat pad,tissue,adult,encode,paired,False,0.204520583152771,OutputType.RNA_SEQ,,,
70,UBERON:0005343 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0005343,cortical plate,tissue,adult,encode,paired,False,0.09218256920576096,OutputType.RNA_SEQ,,,
71,CL:0000037 total RNA-seq,-,total RNA-seq,CL:0000037,hematopoietic stem cell,primary_cell,adult,encode,paired,False,0.33416590094566345,OutputType.RNA_SEQ,,,
72,CL:0000038 total RNA-seq,-,total RNA-seq,CL:0000038,erythroid progenitor cell,primary_cell,adult,encode,paired,False,0.302213579416275,OutputType.RNA_SEQ,,,
73,CL:0000049 total RNA-seq,-,total RNA-seq,CL:0000049,common myeloid progenitor,primary_cell,adult,encode,paired,False,0.33418720960617065,OutputType.RNA_SEQ,,,
74,CL:0000050 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000050,megakaryocyte-erythroid progenitor cell,primary_cell,adult,encode,paired,False,0.5128633379936218,OutputType.RNA_SEQ,,,
75,CL:0000050 total RNA-seq,-,total RNA-seq,CL:0000050,megakaryocyte-erythroid progenitor cell,primary_cell,adult,encode,paired,False,0.2433898001909256,OutputType.RNA_SEQ,,,
76,CL:0000084 total RNA-seq,-,total RNA-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,0.15851686894893646,OutputType.RNA_SEQ,,,
